id,url,title,content,keyword,crawled_at,Eng_title,Eng_Contents,type,scam_topic,scam_method,matched_type_keyword,matched_topic_keyword,matched_method_keyword
6915516,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6915516&id=talk1&ref=3678921&step=1&level=0,[생활 Q & A]스캠인가요? 해킹인가요? 봐주세요 ㅠㅠ조회수 : 714 | 등록일 : 2025-4-29,"제 이멜로 보낸거 맞는데 이거 저 해킹 당한건가요?
Hеllo pеrvеrt, I'vе sеnt this mеssаgе from your Microsoft аccount.
I wаnt to inform you аbout а vеry bаd situаtion for you. Howеvеr, you cаn bеnеfit from it, if you will аct wisеly.
Hаvе you hеаrd of Pеgаsus? This is а spywаrе progrаm thаt instаlls on computеrs аnd smаrtphonеs аnd аllows hаckеrs to monitor thе аctivity of dеvicе ownеrs. It providеs аccеss to your wеbcаm, mеssеngеrs, еmаils, cаll rеcords, еtc. It works wеll on Android, iOS, mаcOSаnd Windows. I guеss, you аlrеаdy figurеd out whеrе I’m gеtting аt.
It’s bееn а fеw months sincе I instаllеd it on аll yourdеviсеsbеcаusе you wеrе not quitе choosy аbout whаt links to click on thе intеrnеt. During this pеriod, I’vе lеаrnеd аbout аll аspеcts of your privаtе lifе, butоnе is of spеciаl significаncе to mе.
I’vе rеcordеd mаny vidеos of you jеrking off to highly controvеrsiаlроrn vidеos. Givеn thаt thе “quеstionаblе” gеnrе is аlmost аlwаys thе sаmе, I cаn concludе thаt you hаvе sick реrvеrsiоn.
I doubt you’d wаnt your friеnds, fаmily аnd co-workеrs to know аbout it. Howеvеr, I cаn do it in а fеw clicks.
Evеry numbеr in your contаct Iistwill suddеnly rеcеivе thеsе vidеоs  on WhаtsApp, on Tеlеgrаm, on Instаgrаm, on Fаcеbook, on еmаil  еvеrywhеrе. It is going to bе а tsunаmi thаt will swееp аwаy еvеrything in its pаth, аnd first of аll, your fоrmеr lifе.
Don’t think of yoursеlf аs аn innocеnt victim. No onе knows whеrе your реrvеrsiоn might lеаd in thе futurе, so considеr this а kind of dеsеrvеd рunishmеnt to stop you.
I’m somе kind of God who sееs еvеrything. Howеvеr, don’t pаnic.As wе know, God is mеrciful аnd forgiving,аnd so do I. But mymеrсyis not frее.
그리고 어디로 돈 보내라고하고...
이거 어찌하나요?",스캠,2025-07-07 13:30:41,[Life Q & A] Is it a scam?Is it hacking?Please see ㅠㅠ Views: 714 |Registration Date: 2025-4-29,"I sent it to Jimel, but is this hacked?
Hеllo Pеrvеrt, I'm Sеnt this Mеssаgе from Your Microsoft аCcount.
I wаnt to inform you аbout а Vеry bаd situаtyon for you.Howеvеr, you cаn bеnеfit from it, if you will аct wisеly.
Hаvе you hеаrd of p pеgаsus?This is а spywаrе program thlet instаlls on computеrs аnd smletphonеs аLLOWS to monitor thе аCTIVICIIRS OWNASIT providеs аcccеss to your wеbcаm, mеssеngеrs, еmаils, cаll Rеcords, еTc.IT Works wеll on Android, iOS, Mаcosаnd Windows.I guеss, you аlrеаdy figurеd outWut Whut whiff I ’m gеtting аt.
IT а Fashion а Monsw Month IINSTALLEN IT on аll YourdеvihygеvihygеSbеbеbеbеbеbеst not quit since аbout?During this pеriod, I ’Vе lеаrnеd аbout аll аspеcts of your privaTе lifе, butоnе is of spеciаl significаncе to mе.
I ’Vе rеcordеd mаny vidеos of you jеrking off to highly control vidеos.Givеn Thаt Thron “QUGESTIONKBLе” gеnrе is аlmost аlwаys th if you thi cаn concludе thlet you hаvе sik реrvеrsiоn.
I doubt you ’d your Friеnds, fault co-workеrs to know аbout it.Howеvеr, I cаn do it in а fеw Clicks.
Evеry Numbеr in Your ContaCt Iistwill Suddеnly rancy rancy rancy rancy rancy rеivе vidеоSApp, on tstаgrаm, on fаcеbook, On еCаilеvеrywhеrе.IT is going to bе а tsunаmi Thlet will switch ааw are еvеrything in its pаth, аnd first of аll, your fоrmеr Lifе.
Do n’t think of yoursеlf аs аS аNNOCеnt Victim.NO ONOWS WHANOUWS YOUR реrvеrsiоN MIGHT LAGHT in Thе Futurе, so Considеr This of dееrvеd рunishmеnt to stop you.
I ’m somе kind of God WhoHowеvеr, Do n’t Pаnic.as W…
And where to send money ...
What is this?",question_is_scam_unsure,impersonation_scam,,스캠인가요,IRS,API
6915273,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6915273&id=talk1&ref=3678730&step=1&level=0,[생활 Q & A]페이팔에서 온 이메일 이거스캠일까요?( 사진)조회수 : 269 | 등록일 : 2025-4-29,일단 클릭해서 리뷰해야할지,스캠,2025-07-07 13:30:43,[Life Q & A] Is it an email from PayPal? (Photo) Views: 269 |Registration Date: 2025-4-29,I should click on it to review,question_is_scam_unsure,job_offer_scam,email,스캠일까요,페이,메일+이메일
6914559,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6914559&id=talk1&ref=3678191&step=1&level=0,[생활 Q & A]이 text msg스캠일까요?조회수 : 290 | 등록일 : 2025-4-25,"이 매세지가 자꾸 오는대여 메일로는 안오고 문자로만 와여.
스캠인지 아님 정말 제가 패이를 안할건지 헷갈리네요",스캠,2025-07-07 13:30:44,[Life Q & A] Is this text MSG scam? Views: 290 |Registration Date: 2025-4-25,"This is not a rental e -mail that comes to this face.
It's confusing whether it's a scam or a scam.",question_is_scam_unsure,other,email+sms_text,스캠일까요,API,메일+문자
6912250,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6912250&id=talk1&ref=3676355&step=1&level=0,[생활 Q & A]이런 메일도스캠인가요?조회수 : 337 | 등록일 : 2025-4-17,"메일함에 오더했다는 제목의 메일이 와서 열어보니  PDF로 오더 내역이 첨부되어 있길래 뭔지 몰라서 PDF를 열었어요ㅡ 저는 모르는 $599의 주문내역이 있어서 스캠인거 같아서 닫았습니다.
핸드폰으로 했는데 혹시 몰라서 은행을 확인하려다가 안하고 이런 경우도 스캠인지 문의드려요.
마이크로소프트에서 주문한건데 저는 모르는 거에요.
PDF여는 것만으로도 해킹할수 있나요? 어떻게 하면 되죠?",스캠,2025-07-07 13:30:45,[Life Q&A] Is this Mail DOS Cam? Views: 337 |Registration Date: 2025-4-17,"When I opened the e -mail titled an order in the mailbox, I opened the PDF because I didn't know what it was because the order history was attached to the PDF.
I did it with a cell phone, but I don't know if I don't know if I don't want to check the bank.
I ordered from Microsoft, but I don't know.
Can I hack just open PDF?How can I do it?",question_is_scam_unsure,other,email,스캠인가요,API,메일
6911899,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6911899&id=talk9&ref=363468&step=1&level=0,[Life & Culture]와 속을뻔햇네요 이스캠.조회수 : 2388 | 등록일 : 2025-4-17,"넷플릭스에서 이메일이 왓는데
제어카운트 페이먼트 카드 무슨 문제잇는줄알고
클릭해서 들어갓더니 어카운트 아이디 주소랑 패스워드
넣으라고해서 일단 이메일만 넣고 패스워드넣기전에
남편한태 물어보니  전번이 러시아라고 스캠이라고하네요
다른분들도 조심하라고 알려요
너무 똑같네요 ㅠㅠㅠ",스캠,2025-07-07 13:30:46,[Life & Culture] I was almost deceived IS Cam. Views: 2388 |Registration Date: 2025-4-17,"I have an email on Netflix
Control Count Payment Card knows what the problem is
I clicked in and came in and password
I told you to put it in, so just put the email and put it in the password
When I asked my husband, I was called Russia.
Others tell me to be careful
It's the same ㅠㅠㅠ",discussion,job_offer_scam,email,API,페이,메일+이메일
6911188,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6911188&id=talk1&ref=3675504&step=1&level=0,[생활 Q & A]스캠메세지인가요?조회수 : 161 | 등록일 : 2025-4-15,"페이해야하는 건지, 스캠 메세지인지 봐주세요.
몰라서 링크는 안눌렀어요.",스캠,2025-07-07 13:30:48,[Life Q & A] Is it a scam message? Views: 161 |Registration Date: 2025-4-15,"Please see if you have to pay or if you have a scam message.
I didn't know the link.",question_is_scam_unsure,job_offer_scam,link_landing,봐주세요,페이,링크
6911100,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6911100&id=talk1&ref=3675424&step=1&level=0,[생활 Q & A]사진 free people 이 사이트스캠인가요?조회수 : 357 | 등록일 : 2025-4-15,"웨어하우스라고 세일한다고 뜨는데
프리피플 옷이 엄청 싼데 이건 다 스캠이고
정보(카드)만 털리는곳인가요? 아니면 진짜
판매하는곳인가요?
https://freepeoplesstores.com/
주소는 이건데, 아시는 분 계신가요?",스캠,2025-07-07 13:30:49,[Life Q & A] Photo Free People This site Scam? Views: 357 |Registration Date: 2025-4-15,"It says that it is a warehouse
Free people's clothes are so cheap, but this is a scam.
Is it a place where only information (card) is robbed?Or real
Is it a place to sell?
https://freepeOplesstores.com/
This is the address, do you know?",question_is_scam_unsure,other,link_landing,스캠인가요,API,http+사이트
6908641,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6908641&id=talk1&ref=3673232&step=1&level=0,[생활 Q & A]혹시 주미 대사관이라고스캠전화 받으신분 계실까요?조회수 : 333 | 등록일 : 2025-4-10,"주미 대사관이라고 누가 제 번호로 한국전화 개통해서 투자문자를 보내서 피해자들이 신고했다고..
그런데 콜러 아이디가 워싱턴 주미 대사관 전화번호가 맞긴해요.
직접오라는데 안된다니까 경찰청 연결해주겠다고. 직통번호는 모르니 연결해주겠다는데
갑자기 싸해져서 제가 주소 부르라고 간다니까 끊어버리네요.
다시 걸어보니 주미 대사관 안내가 나오긴해요.
202-939-5600
이거 스캠맞죠???
아 심장떨려
한창 일이 바쁠라 정신없어서 당할뻔했네요.",스캠,2025-07-07 13:30:49,[Life Q & A] Is there anyone who received a Gocam phone because of the US Embassy? Views: 333 |Registration Date: 2025-4-10,"Who is the Embassy of the United States, who opened the Korean phone with my number, sent an investment text, and reported that the victims reported.
By the way, the Collar ID is the Washington Embassy's phone number.
I can't come directly, so I'll connect the police office.I don't know the direct number, so I'll connect it
Suddenly I got caught and I was going to call the address.
I walked again and I got a guide to the US Embassy.
202-939-5600
Is this scam ???
Oh my heart trembles
I was busy because I was busy.",discussion,investment_scam,phone_call+sms_text,API,투자,문자+전화
6908597,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6908597&id=talk1&ref=3673188&step=1&level=0,[생활 Q & A]스캠당한 것 같아요ㅠ luluyoga라는 웹사이트조회수 : 669 | 등록일 : 2025-4-10,"인스타그램에서 룰루레몬 세일 링크를 클릭해서 들어갔는데 가격이 생각보다 많이 저렴하더라고요.
좀전에 gym에서 운동을 하고 와서 그런지 아님 뭐에 홀렸는지 운동 옷 좀 더 사야겠다 하고 꽤 많이 골랐는데도 $60 정도였어요.
그래서 바로 카드 정보 넣고 결제까지 했는데..
갑자기 정신이 들어서 '아무리 세일을 해도 이렇게 쌀 수가 있나?' 싶은 생각이 들었어요.
정신차리고 보니 웹사이트 주소가 luluyogaclub.com이네요...
구글에서도 legit website 아니라고 하고 커스터머센터 이메일 보내서 취소할 수 있냐고 했는데 물론 답장 없고요.
$60은 버렸다고 치더라도 다른 개인정보 유출 등 위험한 상황은 없을까요?
정신 좀 차리고 볼 걸 후회막급입니다ㅠ",스캠,2025-07-07 13:30:50,[Life Q & A] I think it's scamen.Registration Date: 2025-4-10,"I clicked on the Luluremon Sale link on Instagram, but the price was much cheaper than I thought.
It was about $ 60, even though I had to buy some more exercise clothes when I was exercising at GYM.
So I put the card information right and even paid ...
Suddenly, I was crazy and said, 'Can you cheaper no matter how much you sell?'I wanted to.
As I woke up, my website address was luluyogaclub.com ...
Google said that it wasn't legit Website and I could cancel it by sending an e -mail for the customer center.
Even if $ 60 is thrown away, is there any dangerous situation such as leaking other personal information?
This is a regret that I will be awake and see it.",discussion,other,email+link_landing+sns_platform,API,API,링크+메일+사이트+웹사이트+이메일+인스타
6908045,https://www.missyusa.com/mainpage/boards/board_read.asp?section=talk&idx=6908045&id=talk1&ref=3672783&step=1&level=0,[생활 Q & A]이메일로 왔는데스캠인지 봐주세요조회수 : 378 | 등록일 : 2025-4-8,나머지 내용이 긴데 글씨가 크게 되있어서 스크린샷 하기가 어려워요,스캠,2025-07-07 13:30:57,"[Life Q & A] I came by e -mail, but please see if it is a cam. Hits: 378 |Registration Date: 2025-4-8","The remaining contents are long, but the letters are big, so it is difficult to screenshot.",question_is_scam_unsure,other,email,봐주세요,API,메일+이메일
